@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9}

@data
322,'2018/04/30 13:09:00:543',5,-3.184448,60.468719,3.979313,-14.623993,3.332184,-14.446293,-43.62619,31.638702,-5.661152,-30.186951,50.469269,0.507133,-90.138763,3.309357,23.664326,-55.963287,4.145538,4.559551,-73.820251,2.571259,14.303318,-83.866486,1.685577,19.785107,-5.00528,49.791626,-1.920189,-16.349091,-1.071503,5.73127,-17.40097,42.798798,8.111172,-9.840576,54.521271,2.249218,25.828156,43.876068,-1.687668,26.122101,-4.907166,5.339737,22.547455,35.134491,8.138008,23.933228,47.916962,2.537403,92.362488,-0.150299,20.646099,66.001892,-4.514252,4.353039,79.864532,-5.151886,12.400536,87.333374,-4.813995,16.857334,1
323,'2018/04/30 13:09:00:560',5,-1.973175,60.670563,4.028774,-14.14093,3.375824,-14.453171,-42.080536,31.692627,-5.616447,-28.740143,50.553406,0.549423,-89.804108,2.16217,23.626678,-56.252625,3.713684,4.527058,-73.871948,1.475098,14.269463,-83.784454,0.215668,19.750481,-6.271423,50.01297,-1.915077,-16.545227,-1.241547,5.720322,-18.865784,42.619019,8.097404,-11.412537,54.56192,2.261169,24.431976,43.856689,-1.715919,26.042786,-4.780151,5.352978,21.634338,35.274658,8.120724,22.567169,47.963593,2.505383,91.186218,0.77829,20.67704,65.946625,-4.102509,4.391441,79.483887,-4.869415,12.44688,86.646362,-4.274261,16.909851,1
324,'2018/04/30 13:09:00:576',5,-0.555237,60.842987,3.944786,-14.279388,3.04248,-14.455669,-41.213135,31.683746,-5.635513,-27.455963,50.673157,0.491249,-89.224365,2.67804,23.636017,-56.200623,3.84552,4.530273,-73.602783,1.674133,14.279724,-83.393158,0.452515,19.764709,-6.208496,50.115234,-1.979446,-16.490234,-1.099609,5.724617,-18.706573,42.818176,8.036354,-11.304047,54.71991,2.193855,24.342194,43.804382,-1.805931,26.087677,-4.666077,5.355854,21.97699,35.484222,8.043125,22.693085,48.041016,2.408752,91.169586,1.44574,20.646248,65.983063,-4.029114,4.387131,79.57254,-4.718262,12.441635,86.707855,-3.901428,16.903091,1
325,'2018/04/30 13:09:00:594',5,4.067474,60.976349,3.843391,-14.74527,2.767792,-14.451813,-38.882477,32.006409,-5.627659,-23.507446,50.99054,0.439732,-87.799316,4.109406,23.675968,-55.885254,4.43811,4.557289,-72.865417,2.484772,14.321239,-82.418335,1.385834,19.814373,-4.652771,50.531311,-2.012367,-16.298859,-0.805664,5.736221,-16.988159,43.166321,7.997967,-9.449493,55.133911,2.166607,25.568481,43.712219,-1.90517,26.139038,-4.73761,5.348011,23.667236,35.542267,7.943916,24.391541,48.063843,2.304661,91.620911,1.724487,20.549641,66.011475,-4.460663,4.354229,79.862976,-5.263916,12.401096,87.074646,-4.135437,16.856388,1
326,'2018/04/30 13:09:00:610',5,8.489258,60.913849,3.858143,-14.850464,2.990173,-14.447357,-36.539124,32.501312,-5.580658,-19.661865,51.246063,0.470844,-87.072479,4.959717,23.692467,-55.647278,4.921417,4.571751,-72.497772,3.049194,14.340202,-81.977753,1.995911,19.835876,-2.859406,51.109314,-1.930325,-16.242676,-0.691132,5.739651,-15.332672,43.236603,8.053352,-7.463745,55.494171,2.266628,27.154755,43.768951,-1.889893,26.038391,-5.008636,5.34024,25.059235,35.291107,7.932346,26.176086,48.039368,2.325928,91.682129,1.386932,20.489418,65.899841,-5.090851,4.337414,79.827393,-6.147125,12.380402,87.045227,-4.803619,16.83181,1
327,'2018/04/30 13:09:00:626',5,12.720459,60.821136,3.678547,-15.899353,2.337158,-14.437439,-34.687103,32.451599,-5.594101,-16.157532,51.264038,0.368092,-85.430756,6.227692,23.777092,-55.108002,5.634552,4.622082,-71.414825,4.125061,14.408855,-80.588928,3.275818,19.914841,-1.372101,51.787048,-1.962761,-15.805176,-0.245483,5.760963,-13.3591,43.713287,8.019802,-5.559082,56.084015,2.246685,28.62558,43.992676,-1.963871,26.29187,-4.93927,5.324848,26.6427,35.436401,7.844608,27.934174,48.276947,2.251961,92.819031,1.966949,20.335533,66.06311,-5.410858,4.27393,80.468597,-6.48761,12.303581,87.920441,-4.734314,16.740028,1
328,'2018/04/30 13:09:00:643',5,15.910583,60.694977,3.510406,-17.145935,1.697479,-14.420723,-33.524933,32.296326,-5.606522,-13.491455,51.170227,0.266872,-84.516876,7.029633,23.856689,-54.52356,6.257019,4.679977,-70.618103,4.997559,14.474449,-79.672791,4.289001,19.984764,-0.207489,52.561829,-1.9328,-15.285278,0.163757,5.783024,-11.594299,44.098511,8.044575,-3.979767,56.668854,2.294582,29.938293,44.318542,-1.977116,26.636139,-4.844757,5.303501,27.941284,35.540283,7.808945,29.419006,48.554443,2.242157,94.275696,2.342438,20.161705,66.292419,-5.647552,4.198654,81.299896,-6.886475,12.209595,89.07373,-4.819702,16.628944,1
329,'2018/04/30 13:09:00:661',5,19.286346,60.593506,3.306103,-17.724304,0.93869,-14.414131,-31.938965,32.142609,-5.674129,-10.415192,51.076263,0.104095,-84.67157,9.474365,23.822395,-54.089691,7.025116,4.690506,-70.838226,6.010345,14.469612,-79.966309,6.06955,19.980858,1.44281,53.331024,-1.899494,-15.020355,0.66095,5.791649,-9.919373,44.548431,8.067741,-2.10611,57.260468,2.341438,31.824921,44.534454,-1.980278,26.699066,-4.74173,5.304379,28.868347,35.664154,7.779251,31.10257,48.811127,2.235954,94.6362,2.718414,20.074959,66.271881,-5.959503,4.176716,81.355438,-7.126953,12.186096,89.233673,-4.80899,16.594749,1
330,'2018/04/30 13:09:00:677',5,21.202606,60.377808,3.327183,-18.041382,0.90448,-14.408123,-30.868652,32.121735,-5.637615,-8.547455,50.905701,0.123844,-85.087494,10.653687,23.781399,-53.873596,7.262665,4.706722,-71.292175,6.113861,14.466591,-80.526581,6.648651,19.973469,2.165192,54.067993,-1.739101,-14.876526,0.758514,5.7967,-9.213379,44.529388,8.189358,-1.318695,57.645691,2.522083,32.816528,44.877502,-1.87199,26.748535,-4.80542,5.296894,29.002014,35.539307,7.832264,31.783478,49.05896,2.349197,94.730469,2.569366,20.025883,66.275665,-6.180908,4.155609,81.366943,-7.471191,12.163586,89.279877,-5.130554,16.570522,1
331,'2018/04/30 13:09:00:693',5,22.039032,60.260376,3.357368,-18.665222,0.959167,-14.395477,-30.567688,32.102661,-5.588295,-7.784424,50.798218,0.162876,-84.48764,11.003296,23.812931,-53.639801,7.302063,4.744484,-71.002533,6.071411,14.505283,-80.080994,6.811646,20.014729,2.290558,54.371521,-1.664345,-14.62088,0.757721,5.806858,-8.737946,44.47583,8.250957,-1.030731,57.782318,2.60741,33.068878,45.032135,-1.834106,26.960358,-4.844788,5.27784,29.207916,35.47052,7.842346,32.018982,49.180176,2.38908,95.461914,2.325012,19.965176,66.431824,-6.255188,4.109447,81.795959,-7.651306,12.1082,89.872192,-5.36853,16.512402,1
332,'2018/04/30 13:09:00:711',5,23.171295,59.419647,4.033916,-16.922638,3.304657,-14.407417,-29.002594,33.009949,-5.298656,-6.227051,50.569214,0.672626,-88.350342,9.115753,23.698921,-54.031525,6.877655,4.714584,-73.355804,4.679901,14.406929,-83.337097,5.209869,19.89344,3.722229,55.512085,-0.930031,-15.294037,-0.057861,5.782791,-8.873383,43.077698,8.788219,-0.166138,57.742279,3.382767,34.484894,45.918304,-1.191116,26.2164,-5.820374,5.274788,28.743469,33.953857,8.318489,32.740906,48.924225,3.088562,90.852234,-3.312805,20.295525,65.788513,-7.282471,4.16502,78.905914,-10.333618,12.197449,85.903412,-9.686554,16.664055,1
333,'2018/04/30 13:09:00:727',5,26.276184,58.611084,4.342518,-14.531952,4.292786,-14.431892,-26.09198,33.53363,-5.219257,-2.912659,50.322083,0.865231,-92.657684,10.828644,23.459362,-54.317596,7.419373,4.610741,-76.004791,5.652191,14.230206,-87.037415,6.725952,19.680164,7.054138,55.962921,-0.599503,-16.166962,-0.132874,5.745487,-7.837616,42.635498,8.99575,2.557983,57.755554,3.71682,37.441895,45.806763,-0.876316,25.062378,-6.471924,5.314838,29.152527,33.041443,8.53904,34.997833,48.432404,3.413635,85.5401,-8.380371,20.661289,64.694794,-8.453369,4.292515,75.279327,-12.394714,12.359047,81.047485,-12.936829,16.853886,1
334,'2018/04/30 13:09:00:743',5,28.229919,58.603333,4.32045,-11.466278,3.77774,-14.483944,-22.776367,33.627686,-5.389294,-0.184509,50.412567,0.730232,-97.190796,14.739319,23.086094,-54.640564,8.583008,4.421009,-78.789307,8.145294,13.958008,-90.898682,10.210815,19.35413,11.035583,56.177856,-0.66465,-17.259766,0.445282,5.694611,-6.663849,43.185364,8.864025,5.806061,58.179108,3.632992,40.953339,45.419708,-0.869495,23.57959,-6.614929,5.409019,29.440369,32.988953,8.519073,37.574585,48.180237,3.405228,79.724243,-11.112976,21.011219,63.236298,-9.324432,4.513676,71.367157,-13.430176,12.619461,75.879944,-14.68512,17.127811,1
335,'2018/04/30 13:09:00:759',5,28.125732,58.318512,4.682014,-9.287903,4.670319,-14.492058,-20.932159,33.983826,-5.295521,0.622101,50.337036,0.954144,-100.690735,15.236084,22.871468,-55.016388,8.725037,4.329861,-80.928955,8.401825,13.79454,-93.841248,10.697144,19.155663,12.723022,56.246674,-0.418098,-18.056274,0.249878,5.656639,-6.700287,42.735229,8.994492,6.950165,58.075562,3.873474,42.54126,45.321594,-0.615437,22.614624,-7.085449,5.436092,28.878937,32.327393,8.682552,38.382477,47.801025,3.659306,75.661743,-14.255737,21.156975,62.312683,-10.028259,4.618847,68.807983,-15.004395,12.717209,72.432434,-16.97644,17.222038,1
336,'2018/04/30 13:09:00:776',5,27.564728,58.26181,4.882557,-8.545044,5.153229,-14.488972,-20.243134,34.152863,-5.231506,0.647705,50.323578,1.082703,-101.957794,15.709381,22.791973,-55.112915,8.757629,4.306503,-81.716888,8.614655,13.74144,-94.902985,11.116089,19.086353,13.420441,56.100128,-0.323837,-18.32016,0.127838,5.64362,-6.549072,42.503387,9.045601,7.529785,57.958527,3.964436,43.161224,45.20401,-0.530468,22.270294,-7.325043,5.438457,28.896576,31.995148,8.743347,38.823761,47.539276,3.746574,73.925598,-15.720612,21.183613,61.969757,-10.363983,4.644562,67.744873,-15.889893,12.729156,70.981628,-18.104248,17.231564,1
337,'2018/04/30 13:09:00:792',5,26.928162,58.402374,4.872189,-8.678253,5.020447,-14.490646,-20.444733,34.057434,-5.241867,0.212311,50.336639,1.06694,-102.019318,15.967712,22.786568,-55.136383,8.708313,4.308056,-81.727753,8.734558,13.743614,-94.919006,11.335052,19.085381,13.06543,56.037994,-0.369923,-18.281342,0.14621,5.645561,-6.718506,42.584198,9.009888,7.22818,58.00473,3.916473,42.893433,45.244354,-0.57589,22.353363,-7.24585,5.439758,28.774506,32.123444,8.714314,38.569519,47.601227,3.700626,73.937408,-15.649384,21.17939,62.065765,-10.230225,4.643055,67.815552,-15.840668,12.724293,71.035553,-18.043427,17.227242,1
338,'2018/04/30 13:09:00:811',5,25.094452,58.956238,4.680954,-9.682861,4.233551,-14.496407,-21.729004,33.693512,-5.33728,-1.363495,50.460205,0.9062,-100.977844,16.889465,22.831787,-55.032318,8.662201,4.334576,-81.017914,9.251831,13.795319,-93.939636,12.137146,19.138237,11.919067,55.953369,-0.572765,-17.92926,0.3479,5.662621,-6.956909,43.025146,8.864777,6.368927,58.251648,3.709282,41.976898,45.432037,-0.764912,22.833679,-6.857544,5.440048,28.685974,32.70163,8.585728,37.863525,47.944977,3.509293,75.239777,-14.553253,21.143143,62.551331,-9.690643,4.613491,68.755402,-15.179108,12.694714,72.214752,-17.166779,17.201141,1
339,'2018/04/30 13:09:00:825',5,22.404388,59.652893,4.489117,-12.183868,3.710297,-14.475876,-24.473694,33.428772,-5.374187,-4.045105,50.678101,0.783314,-97.6651,16.723633,23.064423,-54.677948,8.210693,4.457821,-78.972229,8.967346,13.987793,-91.018188,11.994324,19.357712,9.472046,55.783966,-0.766224,-17.027405,0.324829,5.706039,-7.238251,43.264648,8.74453,4.607941,58.405151,3.517262,39.933746,45.741547,-0.978455,23.985901,-6.459198,5.392845,28.709991,33.278229,8.425713,36.426788,48.443695,3.296986,79.362854,-13.397095,20.971748,63.67334,-8.900452,4.47097,71.469543,-14.178162,12.53941,75.772369,-16.031799,17.038055,1
340,'2018/04/30 13:09:00:842',5,19.221252,60.394257,4.230717,-15.461243,2.989899,-14.437347,-28.072601,33.018127,-5.406345,-7.380493,50.856262,0.631386,-93.252838,15.97641,23.373867,-54.152557,7.611298,4.621502,-76.207001,8.329895,14.236385,-87.125214,11.374451,19.643238,6.180908,55.635773,-0.996014,-15.819977,0.302734,5.760159,-7.715179,43.54834,8.598522,2.152344,58.579224,3.287941,37.12735,46.27829,-1.222702,25.478729,-5.916626,5.324345,28.620209,34.008606,8.232552,34.385193,49.128052,3.055477,84.542175,-11.518066,20.729931,65.078156,-7.8367,4.275074,74.887543,-12.649902,12.327328,80.254181,-14.292969,16.813206,1
341,'2018/04/30 13:09:00:859',5,15.260406,61.043579,3.964966,-18.00116,2.280792,-14.399395,-32.117371,32.567871,-5.457649,-11.501678,50.996918,0.472286,-89.780823,14.134521,23.64048,-53.841949,6.89917,4.746395,-73.9328,7.203125,14.429657,-83.983154,9.909515,19.873917,2.45462,55.325958,-1.161022,-14.885986,0.237152,5.799118,-9.03775,43.707642,8.506401,-1.005341,58.564178,3.117405,33.95459,46.880554,-1.386257,26.707306,-5.339844,5.268082,27.774536,34.690063,8.109016,31.726715,49.755005,2.895557,88.5448,-9.186707,20.540031,66.228943,-6.666382,4.120205,77.612122,-10.786682,12.164124,83.798279,-12.13678,16.639603,1
342,'2018/04/30 13:09:00:876',5,13.453094,61.435944,3.779774,-19.372681,1.781219,-14.375973,-34.087616,32.352997,-5.510189,-13.421509,51.130157,0.34832,-87.655334,13.370056,23.780407,-53.55014,6.737946,4.812004,-72.552643,6.851379,14.529789,-82.106049,9.34552,19.994328,1.113037,55.19693,-1.255157,-14.356201,0.31781,5.81971,-9.221954,43.88385,8.452621,-2.012726,58.589752,3.019794,32.787231,47.106598,-1.491505,27.305298,-5.04715,5.238125,27.745697,35.042969,8.028137,30.886108,50.023865,2.790962,90.90506,-8.083801,20.424946,66.745514,-6.190491,4.03548,79.077789,-9.906769,12.069828,85.78363,-11.119629,16.536068,1
343,'2018/04/30 13:09:00:893',5,10.540131,61.825867,3.553902,-22.920685,1.187256,-14.298046,-38.077606,31.937927,-5.482708,-16.786987,51.148071,0.251816,-82.207153,11.28949,24.135433,-52.62677,6.3172,5.003059,-69.048798,5.802155,14.793247,-77.338867,7.778198,20.303066,-1.502747,55.012939,-1.348431,-12.94809,0.329559,5.871059,-8.990906,44.008423,8.417469,-3.71698,58.575287,2.9268,30.434784,47.614929,-1.640945,28.767181,-4.621338,5.1395,28.209442,35.501099,7.899994,29.450623,50.473083,2.648834,97.177368,-6.680573,20.060406,67.936523,-5.39151,3.78907,82.82428,-8.592896,11.769455,90.959686,-9.766937,16.199078,1
344,'2018/04/30 13:09:00:910',5,5.667267,62.141266,3.542953,-23.161438,1.128265,-14.292278,-41.147736,31.667603,-5.514214,-21.091156,51.153229,0.231716,-81.49234,8.968994,24.210323,-52.816101,5.688599,5.01899,-68.53476,4.569031,14.824055,-76.601624,6.009094,20.349415,-3.87619,54.855042,-1.313316,-12.878967,0.114807,5.87394,-10.755768,43.789124,8.459126,-6.178467,58.38205,2.96302,28.090271,48.068604,-1.556984,29.028168,-4.379944,5.129776,27.292358,35.640564,7.97382,27.447235,50.731201,2.741657,100.002777,-5.755981,19.968945,68.202972,-4.71405,3.770702,84.420288,-7.698853,11.715771,93.299286,-8.889771,16.122738,1
345,'2018/04/30 13:09:00:926',5,-0.170654,62.558472,3.259483,-22.919159,-0.087036,-14.301147,-44.333893,30.760834,-5.712772,-26.076843,50.966919,-0.028961,-81.13205,8.705872,24.20118,-53.164551,5.411499,4.980515,-68.31485,4.520111,14.80101,-76.187164,5.986084,20.33033,-6.402252,54.84317,-1.482418,-12.999146,0.356293,5.869198,-12.976654,44.153992,8.33477,-8.963104,58.469482,2.786423,25.533325,48.612488,-1.615032,29.118317,-3.703766,5.155029,26.145233,36.356293,7.94783,25.218842,51.265717,2.684547,101.723694,-2.913208,19.944176,68.325378,-3.677124,3.807999,85.481689,-5.937622,11.737179,94.838409,-6.626282,16.135384,1
346,'2018/04/30 13:09:00:943',5,-6.566437,62.513977,3.087238,-23.471893,-1.410828,-14.282791,-47.533142,29.226746,-5.757084,-31.65033,50.173706,-0.129776,-78.880585,7.158234,24.281326,-53.445496,4.287933,5.001865,-67.044159,3.190582,14.856483,-74.25415,4.475647,20.402702,-12.09906,54.497192,-1.682865,-12.775208,0.321289,5.876999,-17.157349,44.212891,8.171455,-14.855713,58.313446,2.573704,20.163757,48.833069,-1.798622,29.675323,-2.68335,5.144901,23.28064,37.408844,7.816593,20.191223,51.855072,2.485897,105.32373,2.530884,19.723221,68.770935,-1.714539,3.769321,87.933777,-2.65094,11.643188,98.288879,-2.438354,16.009369,1
347,'2018/04/30 13:09:00:959',5,-10.025635,62.323853,3.021675,-23.553711,-2.155731,-14.274876,-48.955017,28.281677,-5.765114,-34.627289,49.587555,-0.156822,-77.551941,5.8349,24.320522,-53.61673,3.621704,5.006145,-66.295135,2.230896,14.877605,-73.118683,3.228149,20.435154,-15.352966,54.120941,-1.804062,-12.71582,0.29126,5.879108,-19.691071,44.180298,8.074173,-18.292267,58.089203,2.441898,16.913239,48.761932,-1.903873,29.886841,-2.095154,5.142841,21.817261,37.996094,7.743618,17.319885,52.072754,2.366985,106.779083,6.25061,19.565014,68.889557,-0.578125,3.757057,89.126129,-0.657837,11.592312,99.914886,0.317688,15.935535,1
348,'2018/04/30 13:09:00:976',5,-11.076752,62.212891,3.0163,-23.207306,-2.350891,-14.281811,-49.051971,27.991638,-5.771729,-35.579834,49.390656,-0.152481,-77.19458,5.031189,24.310474,-53.792389,3.379578,4.987255,-66.166656,1.630615,14.861187,-72.85144,2.42749,20.423389,-16.359894,53.860962,-1.851528,-12.845306,0.259247,5.874805,-20.740082,44.134949,8.037655,-19.478577,57.925537,2.386726,15.699799,48.543335,-1.936546,29.818481,-1.917328,5.153366,21.543091,38.189941,7.7285,16.426208,52.042664,2.324242,106.839966,8.115356,19.50565,68.817993,-0.212158,3.779888,89.391144,0.109253,11.601044,100.224091,1.582977,15.933765,1
349,'2018/04/30 13:09:00:992',5,-11.3638,62.131958,3.102726,-22.938263,-2.05481,-14.291458,-48.936493,28.076416,-5.741848,-35.847839,49.371887,-0.083984,-77.255035,4.324036,24.299747,-53.899719,3.19342,4.976803,-66.250946,1.115295,14.847195,-72.925232,1.758667,20.410839,-16.571075,53.71637,-1.810493,-12.952057,0.107544,5.871433,-21.111389,43.939087,8.074497,-19.796783,57.75705,2.427937,15.354584,48.398071,-1.892815,29.736115,-1.995483,5.158943,21.491058,38.074768,7.771347,16.196442,51.910156,2.366985,106.485352,8.404572,19.512249,68.750885,-0.206787,3.798939,89.297089,0.103973,11.621227,100.04425,1.70813,15.954388,1
350,'2018/04/30 13:09:01:010',5,-11.813965,62.102631,3.215267,-22.250366,-1.604279,-14.312035,-48.52182,28.266541,-5.718487,-36.220825,49.429932,-0.002335,-77.916718,3.308807,24.248524,-54.161102,2.890686,4.943924,-66.730103,0.255188,14.801693,-73.532593,0.653381,20.364346,-16.840027,53.22702,-1.81551,-13.22699,-0.130219,5.861824,-21.865143,43.668945,8.076637,-20.334229,57.371246,2.413338,14.75296,47.925354,-1.894058,29.513275,-2.107391,5.176128,21.302582,37.962799,7.790257,15.752014,51.591156,2.357105,104.809784,9.132904,19.574368,68.573425,-0.178925,3.84882,88.582153,0.242584,11.692524,98.881226,2.171631,16.034405,1
351,'2018/04/30 13:09:01:027',5,-9.882568,62.302979,3.217953,-20.485626,-1.209778,-14.355564,-46.555725,28.867615,-5.797535,-34.463165,49.897583,-0.043789,-80.728821,3.751099,24.083401,-54.68454,3.227631,4.839756,-68.55954,0.416077,14.667072,-76.017975,0.845642,20.216419,-14.792938,52.775208,-1.932373,-13.968445,-0.120605,5.8349,-21.478729,43.789032,7.975945,-18.718842,57.182495,2.273872,16.31366,47.146851,-1.97958,28.787903,-2.414063,5.231293,21.780945,37.811249,7.749504,17.105347,51.123108,2.254795,101.776947,9.241394,19.761326,68.065155,-0.764099,3.982971,86.804596,-0.156677,11.874756,96.347656,2.074219,16.234547,1
352,'2018/04/30 13:09:01:042',5,-5.314087,62.462677,3.214252,-18.147491,-0.664215,-14.406857,-43.237671,29.842499,-5.898178,-30.459625,50.592468,-0.104183,-84.83194,5.641357,23.840607,-55.220734,4.135498,4.699436,-71.21991,1.540131,14.479912,-79.682343,2.300171,20.004486,-10.637756,52.696625,-1.979248,-14.943268,0.053864,5.797104,-19.658325,44.073212,7.922005,-14.952515,57.264099,2.210335,20.030182,46.365082,-1.998806,27.715424,-2.989716,5.302723,23.088562,37.385895,7.755672,20.32901,50.575409,2.222401,98.250671,8.455536,19.99115,67.285583,-2.02243,4.158554,84.462708,-1.381714,12.10553,93.187805,1.064056,16.484856,1
353,'2018/04/30 13:09:01:060',5,-0.646149,62.297607,3.365627,-16.542969,0.252319,-14.437824,-40.297485,30.795685,-5.877625,-26.403259,51.040009,-0.012409,-87.709229,6.79248,23.669476,-55.462524,4.796509,4.614925,-73.098328,2.249725,14.352131,-82.313354,3.13623,19.856678,-7.056885,52.743256,-1.89407,-15.589111,0.035278,5.770473,-17.753693,44.035645,7.982677,-11.554291,57.249451,2.296658,23.234344,45.748474,-1.917374,26.909882,-3.65625,5.341305,24.422272,36.733948,7.827503,23.214142,50.020813,2.300098,96.188812,6.43689,20.159763,66.647095,-3.262146,4.268524,82.900085,-3.215515,12.24741,91.181091,-0.895142,16.644436,1
354,'2018/04/30 13:09:01:075',5,5.351318,62.068665,3.41959,-15.673553,0.777405,-14.451805,-37.08551,31.627716,-5.86388,-21.255615,51.417572,0.02161,-88.815552,9.236084,23.555904,-55.328308,5.770111,4.570217,-73.99057,3.74115,14.285107,-83.556335,5.036774,19.775219,-2.965088,53.053375,-1.83744,-15.910004,0.243713,5.756458,-14.906769,44.207031,8.026939,-7.388977,57.410645,2.364338,26.941467,45.256592,-1.864502,26.304504,-4.239807,5.361427,26.468628,36.15564,7.861629,26.791687,49.564117,2.350693,95.398346,4.765076,20.212429,66.104462,-4.579041,4.324402,81.96048,-5.010895,12.315041,90.121216,-2.650391,16.714245,1
355,'2018/04/30 13:09:01:093',5,12.444641,61.840881,3.082184,-15.164948,-0.292908,-14.461399,-33.390289,31.725494,-6.027164,-15.183289,51.543091,-0.256023,-90.030548,13.444275,23.382122,-54.891632,7.443085,4.500816,-74.812592,6.561005,14.187347,-84.851135,8.567871,19.650837,1.739594,53.426971,-2.010353,-16.040985,1.162567,5.743752,-11.355377,45.173615,7.880413,-2.500366,57.933533,2.18454,31.577972,44.6539,-1.998489,25.742523,-4.293854,5.401215,28.550049,36.224823,7.747471,30.962524,49.294312,2.193901,94.581909,4.430145,20.245449,65.502655,-5.620605,4.390221,80.817871,-5.832092,12.397877,88.897461,-3.234406,16.791065,1
356,'2018/04/30 13:09:01:110',5,13.251007,61.986633,2.644405,-13.437439,-2.144562,-14.478333,-32.009888,30.94043,-6.317638,-14.103302,51.371948,-0.66687,-93.540131,16.453278,23.082439,-55.278687,8.286255,4.331532,-76.757172,8.694702,13.967899,-87.687225,11.325775,19.387928,2.950653,53.649567,-2.33741,-16.703552,1.997772,5.699711,-11.564056,46.187317,7.573631,-1.784393,58.427765,1.830334,32.975464,44.826691,-2.167664,25.009583,-3.69101,5.482262,27.763306,37.025055,7.605339,31.501068,49.693207,2.005314,91.383881,6.063019,20.424992,64.858948,-5.332184,4.558796,78.775818,-4.813263,12.605362,86.159088,-1.935547,17.006779,1
357,'2018/04/30 13:09:01:127',5,13.839905,61.873962,2.512199,-11.323242,-3.069153,-14.496166,-30.367096,30.446228,-6.463219,-12.948914,51.091766,-0.837265,-98.262115,18.095978,22.761955,-55.777405,8.788361,4.166641,-79.310333,10.044037,13.723137,-91.464355,12.968445,19.092804,4.031891,54.501892,-2.348877,-17.513,2.445679,5.650623,-12.224426,46.632111,7.522644,-1.408325,58.996338,1.825138,34.381927,45.638855,-2.022293,24.133301,-3.416382,5.554283,26.271851,37.290955,7.698788,31.648987,50.23761,2.159744,87.073639,5.83075,20.704079,64.085266,-5.271973,4.730892,76.102966,-4.754211,12.825142,82.512421,-2.079468,17.258286,1
358,'2018/04/30 13:09:01:144',5,14.274902,61.51593,2.740837,-10.680298,-2.624451,-14.509239,-29.524994,30.453613,-6.356552,-12.222504,50.814758,-0.660683,-100.556122,17.876587,22.669701,-55.977203,8.631836,4.145172,-80.530151,9.923492,13.661182,-93.304962,12.79599,19.010048,3.967316,55.315552,-2.114136,-17.765778,2.261719,5.643078,-12.809723,46.325317,7.701077,-1.780518,59.25174,2.088573,34.605103,46.37619,-1.742165,23.895905,-3.577057,5.563992,25.126282,36.978851,7.891186,31.152466,50.560791,2.458691,84.795258,4.005066,20.878922,63.887146,-5.387756,4.764488,74.823822,-5.476654,12.883656,80.653961,-3.33728,17.347359,1
359,'2018/04/30 13:09:01:161',5,16.360107,60.631012,3.241982,-10.550629,-1.123474,-14.522835,-28.278076,30.90387,-6.074154,-10.363342,50.436157,-0.228413,-101.475861,17.165436,22.68391,-55.932373,8.353119,4.190075,-81.07843,9.33783,13.684155,-94.129364,12.094116,19.026424,4.567047,55.817108,-1.724995,-17.803162,1.734253,5.652901,-12.466064,45.537689,8.019917,-1.246796,59.116028,2.510456,35.325684,46.601654,-1.377308,23.798706,-4.202362,5.543137,24.798767,36.077179,8.154686,31.420105,50.34079,2.843559,83.633301,0.754944,20.99683,63.779419,-6.03476,4.738491,74.086731,-7.090729,12.866257,79.60675,-5.678345,17.354137,1
